Student_ID,Age,Attendance,Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Project_Score,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,Stress_Level,Gender,Extracurricular_Activities,Internet_Access,Parent_Education,Family_Income
S2003,23,76.02,43.18,91.06,50.8,74.44,2.14,64.31,77.52,22.9,6.0,6,0,0,0,0,0
S2004,20,96.54,86.06,97.55,52.38,85.12,1.17,80.04,80.9,12.7,6.3,7,1,1,0,0,1
S2005,18,96.62,79.96,50.66,77.49,54.35,3.64,71.42,96.39,12.6,8.3,5,0,0,0,2,2
S2006,19,98.47,69.91,71.88,99.72,89.62,5.92,65.33,53.34,13.0,8.0,3,0,1,1,2,2
S2007,24,56.27,68.07,42.62,67.12,61.1,8.67,62.5,68.74,27.3,7.5,4,1,1,1,2,0
S2008,23,58.03,69.84,69.95,67.22,75.15,9.66,59.12,96.84,27.7,6.7,10,0,0,0,3,1
S2009,23,83.84,66.22,47.53,56.71,97.03,7.51,89.14,60.86,5.4,7.0,1,1,0,1,4,0
S2010,18,77.07,63.57,90.27,83.72,78.57,5.99,61.11,90.66,13.1,6.0,5,0,0,1,3,0
S2011,24,50.92,69.98,46.83,82.33,71.2,1.42,88.68,50.08,14.8,6.6,6,1,1,1,3,2
S2012,23,53.1,71.71,70.8,55.07,50.34,0.74,74.25,51.29,29.6,6.7,7,0,0,0,2,2
S2013,21,94.4,81.51,71.27,73.37,56.67,5.96,53.61,66.38,28.6,8.3,8,0,0,1,4,0
S2014,20,93.44,82.67,98.3,83.35,78.93,5.39,58.27,88.43,20.7,5.1,5,1,0,1,3,1
S2015,21,67.86,62.66,79.3,74.68,74.69,8.46,94.65,55.21,6.1,5.2,1,0,1,1,0,2
S2016,22,94.55,64.81,57.27,83.72,68.19,3.23,80.14,69.14,9.8,5.1,5,1,1,0,3,1
S2017,21,79.68,62.42,54.45,90.81,96.16,0.4,59.22,56.57,15.9,6.9,1,0,0,1,0,1
S2018,24,90.3,72.19,47.69,84.29,66.62,4.24,85.19,61.18,29.0,7.5,8,0,0,0,3,0
S2019,19,71.37,67.2,85.39,80.81,76.86,9.69,91.16,75.15,7.4,5.2,2,0,0,1,4,0
S2020,23,55.67,93.38,81.45,92.68,78.44,7.96,66.53,65.96,24.8,7.4,2,1,0,0,0,1
S2021,24,71.69,81.78,76.59,95.03,76.37,0.34,77.83,60.6,9.8,7.1,6,1,1,1,0,2
S2022,23,72.86,93.92,42.45,69.44,73.88,8.75,64.67,69.67,17.7,5.6,9,1,1,1,2,2
S2023,19,77.55,82.55,85.77,58.66,66.85,4.72,54.0,85.05,24.2,5.1,5,1,0,0,0,2
S2024,23,55.28,98.26,78.51,90.89,95.44,3.65,69.98,55.97,22.3,8.4,6,1,1,0,3,2
S2025,21,99.57,78.14,97.83,60.69,72.54,3.47,87.57,73.98,24.4,6.8,3,0,1,1,3,1
S2026,22,62.21,97.81,75.23,96.45,76.42,5.95,72.93,63.74,25.3,7.5,9,0,0,1,2,2
S2027,18,59.93,49.49,58.24,51.14,82.82,5.31,70.26,68.93,12.6,8.6,4,1,1,1,1,2
S2028,19,76.34,43.15,62.89,96.06,53.38,6.57,68.3,91.08,14.1,5.0,6,0,0,1,0,0
S2029,21,76.86,74.75,50.55,79.46,89.06,5.74,72.95,96.49,25.4,5.8,4,0,1,0,0,2
S2030,24,71.99,99.01,83.37,88.74,75.63,1.44,65.91,62.15,6.0,6.2,6,0,0,1,0,0
S2031,21,88.59,65.06,82.46,69.92,82.86,2.57,80.61,81.5,17.9,5.2,1,0,1,1,3,2
S2032,21,75.83,52.72,52.04,99.59,88.6,8.41,53.18,83.83,28.0,8.2,1,1,0,0,4,0
S2033,18,80.48,71.29,49.51,61.38,93.7,6.63,90.37,92.12,27.1,4.4,1,0,1,0,4,1
S2034,20,86.19,78.93,44.62,63.22,69.61,4.48,58.66,94.95,25.1,5.2,10,1,1,1,4,2
S2035,23,51.25,58.91,94.72,52.57,90.57,1.83,81.67,73.4,5.5,5.0,2,1,1,0,2,0
S2036,23,78.53,82.89,53.98,97.02,62.94,0.08,72.49,99.13,27.2,8.8,7,0,0,0,2,2
S2037,24,94.21,98.51,60.65,72.8,83.02,3.12,88.67,98.54,27.8,7.1,3,1,1,1,3,1
S2038,22,50.87,93.82,56.83,83.74,55.14,0.55,91.31,75.32,21.6,7.6,1,0,1,0,4,1
S2039,24,70.26,57.5,64.82,84.37,51.0,4.82,60.21,77.1,12.5,4.5,8,0,1,0,1,1
S2040,20,96.31,59.6,82.84,93.73,54.79,8.22,83.86,83.39,17.2,5.0,8,0,1,0,0,1
S2041,23,67.66,62.29,92.24,83.25,65.97,2.85,59.5,68.69,24.1,8.0,4,1,1,0,4,2
S2042,22,72.94,63.67,50.96,78.1,51.55,8.48,56.2,83.1,25.3,6.8,7,1,1,1,1,1
S2043,24,99.08,46.02,81.18,85.52,81.52,7.05,96.51,75.71,13.6,4.2,2,1,1,0,0,2
S2044,22,59.97,85.72,61.15,87.55,65.83,1.25,58.22,51.77,13.2,6.8,6,0,0,0,0,1
S2045,21,53.26,61.92,98.83,59.3,86.82,6.45,61.41,92.64,23.4,6.4,9,0,1,0,2,2
S2046,19,92.97,92.79,57.94,55.48,52.3,1.52,56.52,97.02,22.2,4.8,7,0,1,0,1,1
S2047,21,93.42,95.62,40.43,53.74,60.84,6.55,73.51,51.31,17.8,7.0,6,1,0,1,4,1
S2048,18,73.6,41.47,70.94,68.7,70.4,1.43,95.98,89.46,15.5,4.9,10,0,0,1,4,0
S2049,23,75.71,99.31,49.04,74.9,69.13,3.93,63.2,69.29,21.4,8.1,2,0,0,0,3,1
S2050,22,91.79,82.6,42.67,80.78,56.55,5.67,77.09,79.28,5.8,7.1,4,1,0,0,1,2
S2051,24,86.93,71.22,81.9,97.9,99.71,0.5,70.57,75.0,6.9,8.4,6,1,0,1,0,0
S2052,19,63.26,63.37,83.94,66.54,64.22,1.53,66.8,77.57,19.3,6.1,5,1,0,0,2,1
S2053,24,50.84,71.11,67.64,88.04,86.05,3.2,78.61,74.76,10.3,6.6,5,0,0,1,3,1
S2054,23,73.99,59.48,80.61,76.57,61.0,4.62,77.94,92.67,24.4,7.8,4,0,0,1,2,0
S2055,22,92.95,77.36,72.29,61.0,93.89,8.58,67.97,84.18,24.3,6.7,8,0,1,0,0,2
S2056,22,94.79,45.58,77.79,80.77,69.39,1.87,92.53,70.63,22.7,6.9,8,1,0,0,0,0
S2057,21,97.81,77.27,75.8,98.36,95.05,3.47,52.66,84.43,27.6,6.8,5,1,1,0,2,0
S2058,19,93.98,56.52,79.95,56.22,67.09,4.76,54.26,98.25,8.5,6.5,7,1,0,1,3,1
S2059,19,79.0,41.06,51.98,75.36,50.43,2.96,99.54,54.02,11.5,8.0,2,1,1,1,0,2
S2060,23,72.23,73.16,56.12,52.58,75.85,6.26,87.38,69.4,11.3,6.4,3,0,1,0,4,2
S2061,22,88.74,74.71,66.4,66.06,76.24,2.57,90.2,93.52,24.6,8.5,10,0,0,0,4,0
S2062,19,86.99,65.59,66.77,81.03,55.99,7.72,80.14,86.95,18.0,8.0,9,0,0,1,4,0
S2063,19,76.91,44.34,86.46,92.05,61.75,5.05,70.99,96.75,11.3,7.5,7,0,0,0,3,1
S2064,24,54.37,93.6,62.04,86.52,89.17,0.86,81.46,51.99,8.4,8.5,6,0,0,1,3,1
S2065,23,96.3,76.69,49.75,73.14,51.84,6.27,54.63,93.14,27.3,6.7,7,0,0,0,1,0
S2066,21,72.78,46.94,55.09,95.46,74.48,5.69,87.89,89.59,22.3,8.1,6,0,0,1,1,0
S2067,24,68.17,70.66,52.88,65.14,76.52,3.39,77.04,90.75,18.2,5.2,2,0,1,1,4,2
S2068,24,81.48,69.84,83.9,87.7,84.44,0.11,97.84,79.86,29.1,4.4,3,1,1,0,2,0
S2069,20,83.69,43.62,68.22,73.7,51.87,2.01,81.87,52.6,26.2,7.4,5,1,1,0,2,1
S2070,18,60.53,76.41,82.52,94.93,79.28,4.06,57.58,76.96,9.5,5.5,2,0,1,0,4,0
S2071,20,91.85,88.5,64.97,89.87,50.15,2.0,73.88,70.39,17.7,7.2,3,1,0,1,1,2
S2072,19,64.5,84.94,93.38,95.07,63.26,5.77,52.89,76.35,17.2,4.4,7,0,0,0,3,2
S2073,22,59.33,52.18,99.01,60.71,74.98,7.12,87.27,87.01,26.1,8.8,2,0,0,1,2,2
S2074,18,70.32,91.74,80.19,83.41,95.56,8.56,75.09,79.8,8.7,6.6,6,1,1,1,3,2
S2075,18,86.53,60.55,91.83,86.92,56.33,6.47,68.48,64.63,16.3,4.0,10,0,0,1,4,2
S2076,22,98.27,96.79,70.48,87.12,58.46,6.89,98.43,79.98,20.9,6.4,5,0,0,1,3,1
S2077,18,90.46,44.3,96.08,75.2,83.46,6.08,97.03,54.16,28.6,7.9,3,0,1,0,2,2
S2078,22,97.02,69.17,89.9,50.56,68.74,9.85,97.64,50.27,27.5,8.3,8,0,0,1,1,1
S2079,18,57.03,75.83,99.51,63.07,81.17,2.61,61.05,70.08,18.3,6.3,6,0,0,0,2,1
S2080,24,53.56,54.86,77.39,66.17,99.87,2.66,86.43,87.86,20.2,4.6,9,0,0,0,0,2
S2081,23,77.89,86.28,86.75,92.6,99.34,1.26,97.27,91.13,26.3,8.5,1,0,1,1,3,2
S2082,23,64.51,77.61,72.57,92.04,67.69,4.86,78.54,77.49,23.6,8.9,3,1,1,1,3,1
S2083,20,91.4,41.09,55.55,55.23,75.2,0.96,60.71,93.4,27.0,4.3,10,1,0,1,3,1
S2084,24,83.6,76.5,61.29,97.49,95.23,2.7,90.89,56.3,27.4,4.4,8,0,1,1,4,2
S2085,18,98.54,69.49,93.64,59.12,54.61,4.83,94.0,98.21,25.8,6.8,1,1,0,0,4,1
S2086,21,62.74,51.76,43.36,70.72,72.62,9.58,85.16,96.09,5.2,6.7,8,0,1,1,2,0
S2087,22,74.29,99.74,75.49,60.76,68.88,9.64,64.68,79.96,12.8,6.9,10,0,1,1,1,0
S2088,24,75.06,93.83,62.35,93.02,64.74,7.44,59.53,52.94,15.1,5.6,5,0,1,1,0,1
S2089,18,61.96,57.55,63.2,87.47,99.71,3.89,81.21,72.71,21.9,4.3,8,0,0,1,1,1
S2090,23,79.5,72.46,93.07,67.68,86.68,8.65,74.14,58.96,12.7,6.9,10,1,1,1,1,1
S2091,23,72.16,58.99,91.23,84.09,69.44,8.75,83.44,81.42,13.1,4.8,7,1,1,0,0,0
S2092,22,72.34,86.53,75.93,59.22,91.45,9.1,55.58,59.5,15.0,5.7,9,1,1,1,4,1
S2093,21,68.14,95.82,56.38,69.11,74.48,6.4,56.8,74.09,28.9,6.9,7,1,1,1,3,2
S2094,18,50.85,61.53,68.53,68.86,93.64,2.02,68.14,60.28,15.9,5.0,4,0,1,0,4,0
S2095,18,76.1,88.34,64.5,61.9,63.32,0.91,62.94,59.09,8.5,6.7,1,1,0,0,3,1
S2096,21,66.76,69.9,61.22,93.82,61.18,9.15,80.97,62.4,5.2,7.6,2,0,0,1,3,0
S2097,21,50.07,63.79,46.17,83.94,62.36,0.56,68.38,51.46,10.9,4.3,2,0,1,0,4,0
S2098,21,65.4,96.31,72.59,64.0,76.92,2.96,84.2,85.81,28.5,7.1,1,1,0,0,1,0
S2099,23,63.93,70.62,58.11,62.11,64.57,4.87,88.44,65.34,28.9,6.5,10,0,1,0,3,2
S2100,22,69.67,68.04,79.65,50.9,57.36,0.22,59.36,84.91,18.2,4.5,7,1,0,1,4,2
S2101,24,56.59,80.35,59.15,67.33,99.73,9.07,95.99,82.67,21.2,7.5,4,1,1,1,1,2
S2102,21,75.38,55.67,65.87,76.34,95.02,2.87,89.36,53.31,24.9,5.6,10,1,1,0,0,0
S2103,22,84.62,59.49,43.14,63.89,81.75,0.29,81.34,65.6,6.4,4.9,7,1,1,1,3,1
S2104,20,81.51,95.92,99.55,85.02,94.58,9.94,95.45,78.34,14.4,5.4,8,1,1,1,1,0
S2105,18,90.19,80.71,70.46,70.59,96.77,3.11,63.29,95.92,21.1,6.7,6,0,1,0,3,1
S2106,18,72.6,89.6,41.45,65.82,83.81,8.77,71.09,70.07,27.5,6.9,8,1,1,1,1,1
S2107,19,75.95,56.27,72.47,96.95,75.93,4.53,54.29,75.24,23.2,4.8,2,1,1,1,0,2
S2108,20,90.52,72.63,92.22,63.14,94.1,6.63,72.81,87.51,13.8,8.7,1,0,0,1,3,1
S2109,24,71.39,98.28,86.35,69.91,78.39,2.41,75.32,90.16,27.7,5.6,9,1,0,1,4,1
S2110,21,85.08,59.12,82.05,69.11,56.34,5.03,80.8,96.17,21.6,5.3,9,1,0,1,1,2
S2111,21,71.73,49.63,48.37,62.06,68.34,2.58,53.2,74.86,25.8,4.9,9,0,1,1,0,1
S2112,24,70.89,70.65,79.46,60.87,72.3,9.51,51.62,59.69,14.6,4.6,4,0,1,1,3,2
S2113,23,88.01,63.27,85.98,65.12,96.77,0.61,70.99,88.22,5.1,8.9,9,1,0,1,0,0
S2114,20,58.74,49.57,74.35,93.21,82.96,2.75,59.46,56.28,9.2,7.4,9,0,0,0,0,1
S2115,21,66.93,93.31,93.56,88.35,93.76,8.93,87.94,70.92,28.2,7.9,5,1,0,1,3,2
S2116,19,61.21,99.44,56.62,84.05,87.88,4.8,83.44,81.41,5.8,6.0,1,0,1,0,3,0
S2117,22,67.96,74.11,54.53,72.86,65.49,6.0,66.29,84.59,19.9,6.1,8,1,0,0,1,0
S2118,18,61.52,86.48,92.17,75.39,85.94,6.52,52.29,86.65,15.2,8.9,1,1,1,1,4,2
S2119,20,78.97,91.54,77.52,63.36,59.76,0.71,59.12,59.68,15.7,5.0,3,1,0,1,0,1
S2120,18,89.91,82.06,40.09,53.72,70.41,0.18,84.58,99.08,15.0,5.6,3,0,0,0,3,1
S2121,22,89.33,42.65,61.19,66.55,90.3,9.38,99.51,58.92,6.7,5.0,5,1,0,0,0,1
S2122,20,68.23,49.46,91.47,74.78,80.6,2.72,66.32,54.8,8.1,5.4,5,0,0,0,1,1
S2123,22,99.44,44.26,41.64,52.87,91.27,3.8,90.1,83.2,6.6,7.3,5,1,1,1,1,2
S2124,21,79.69,40.59,40.19,54.41,62.74,6.82,93.35,95.5,6.3,5.5,4,1,0,0,1,0
S2125,24,69.97,58.36,56.88,63.15,87.49,2.36,52.41,77.97,7.1,8.4,1,1,1,0,4,1
S2126,21,91.78,63.54,94.84,68.35,60.12,7.33,95.81,79.77,22.4,4.2,4,1,1,1,2,2
S2127,24,86.49,54.46,94.09,69.67,77.27,4.58,73.31,76.92,7.9,5.8,10,1,1,1,2,2
S2128,21,87.46,43.88,71.13,55.89,71.68,8.57,98.21,52.14,11.5,8.3,8,0,1,0,2,1
S2129,22,59.81,71.79,73.19,61.29,77.82,2.79,76.93,84.07,21.4,7.1,5,0,1,1,4,1
S2130,22,73.42,56.4,59.92,63.08,56.78,2.04,61.76,67.91,7.8,7.9,7,0,0,1,4,0
S2131,22,93.09,87.76,54.62,53.38,68.06,8.32,98.73,96.78,27.8,5.6,1,1,0,1,0,2
S2132,18,75.2,40.48,88.91,66.3,83.35,3.26,62.17,59.34,16.9,5.8,5,1,0,0,0,2
S2133,22,84.17,90.55,46.38,53.61,77.93,4.12,94.12,65.11,29.1,8.4,10,0,0,1,1,0
S2134,21,79.4,97.29,69.24,85.17,77.45,7.94,58.66,75.24,9.8,7.7,8,1,1,0,4,1
S2135,19,92.12,82.97,78.06,69.3,75.54,6.36,83.74,73.87,5.8,5.9,5,1,0,1,2,1
S2136,22,64.23,84.02,46.22,66.34,97.19,4.42,70.56,70.02,19.8,5.1,1,1,0,1,2,1
S2137,19,78.77,96.01,71.18,56.33,96.73,2.5,98.6,65.72,13.2,4.5,2,0,0,1,0,1
S2138,24,56.16,52.54,74.65,61.33,68.01,7.64,59.24,57.36,19.3,8.3,6,0,1,0,1,0
S2139,21,84.51,99.67,84.55,61.64,67.59,1.8,70.44,91.05,16.8,7.5,2,0,0,1,1,2
S2140,22,86.6,86.41,54.09,99.26,77.74,9.28,81.99,72.44,16.4,7.0,9,0,1,0,3,1
S2141,18,52.14,83.59,57.6,91.77,54.78,1.5,98.88,78.65,26.3,7.9,9,0,1,0,4,0
S2142,18,83.79,61.67,74.17,50.76,65.15,8.05,65.19,77.33,9.8,8.6,2,1,0,1,2,0
S2143,24,70.73,72.75,98.99,80.84,61.54,4.24,69.84,78.77,17.5,7.8,1,1,1,1,2,2
S2144,19,56.2,79.24,53.05,62.8,61.17,1.86,73.09,85.24,15.4,6.1,7,1,0,1,0,0
S2145,23,71.0,77.22,99.15,55.22,81.93,4.02,62.64,81.47,21.8,4.9,7,1,0,1,0,2
S2146,18,59.71,82.3,82.86,85.28,69.22,2.22,90.87,63.7,6.3,7.6,3,0,0,0,4,1
S2147,18,70.78,44.94,89.56,56.58,58.56,1.36,54.6,77.69,18.2,5.2,2,0,1,0,0,2
S2148,18,69.22,61.34,45.38,72.19,94.38,2.39,85.24,62.23,17.0,7.9,9,1,0,0,0,1
S2149,21,86.92,66.04,58.03,81.61,93.71,8.67,76.7,79.44,29.3,5.7,9,0,0,0,2,1
S2150,18,88.71,55.64,43.46,77.72,93.12,1.06,62.1,71.6,23.9,4.8,6,1,0,0,4,1
S2151,20,80.35,50.36,62.29,98.88,69.54,9.73,74.64,51.97,8.9,5.3,7,1,0,1,2,0
S2152,22,51.13,48.34,98.88,89.29,52.85,0.05,91.5,86.7,17.7,5.3,2,1,0,1,2,0
S2153,24,96.55,61.98,46.32,88.71,55.34,6.58,72.27,63.73,24.6,5.9,6,1,0,0,0,0
S2154,18,84.31,69.61,73.74,67.78,63.8,8.57,56.09,96.01,18.1,5.3,6,0,1,1,2,1
S2155,23,51.71,43.78,40.36,50.42,61.0,9.34,52.04,64.03,13.9,5.1,8,1,1,0,4,0
S2156,23,90.94,96.79,82.76,86.72,93.7,1.44,88.89,99.83,14.4,6.0,9,0,1,1,0,1
S2157,18,60.01,85.91,51.83,99.99,99.32,6.98,66.52,73.15,14.2,8.3,2,1,0,1,4,0
S2158,18,78.96,83.85,47.78,70.29,90.83,1.07,96.56,51.32,5.5,4.4,7,1,1,1,1,1
S2159,20,73.33,50.37,60.22,99.28,86.49,3.53,80.86,53.81,23.3,5.5,9,1,0,0,4,1
S2160,18,70.99,76.23,86.26,57.09,79.43,7.32,71.81,54.1,20.3,6.8,6,1,1,1,4,2
S2161,18,94.49,71.78,46.4,64.83,88.5,3.46,78.22,52.81,11.7,8.4,7,0,1,0,3,1
S2162,22,71.87,98.95,53.79,58.54,97.35,3.13,72.86,63.39,20.8,5.4,9,1,1,1,4,2
S2163,23,53.77,84.86,40.51,73.76,80.07,1.16,95.29,66.23,12.7,5.7,10,0,0,0,2,2
S2164,20,97.33,74.55,98.1,89.85,57.73,0.66,72.9,55.56,11.1,8.0,4,1,1,1,2,1
S2165,23,96.03,91.05,75.53,67.03,58.19,1.15,55.2,71.91,23.5,5.9,2,1,1,0,0,0
S2166,20,84.22,49.31,83.19,95.31,79.19,8.75,79.85,68.27,25.2,8.3,2,1,0,1,1,0
S2167,23,73.39,40.91,79.08,77.24,66.67,0.11,81.15,81.82,20.6,6.3,1,0,0,0,0,2
S2168,18,54.64,81.41,48.66,73.27,95.51,6.93,88.27,59.79,24.6,6.8,9,1,1,1,4,1
S2169,23,89.54,45.9,75.7,89.35,80.58,7.69,96.66,95.7,14.1,6.8,10,1,0,0,4,1
S2170,23,53.77,46.93,47.88,55.07,83.82,5.68,72.15,75.8,6.8,4.6,4,1,1,0,2,1
S2171,20,53.43,84.68,64.07,88.69,50.29,7.31,67.6,81.19,20.1,5.8,5,1,1,1,4,2
S2172,24,76.87,56.23,74.14,62.15,74.94,6.52,74.54,51.98,11.4,5.2,4,1,0,0,4,1
S2173,19,58.01,77.72,73.53,64.04,71.56,4.56,95.01,77.95,24.4,7.4,4,0,1,1,2,0
S2174,20,50.39,95.04,47.14,79.97,85.29,3.83,99.0,68.41,14.0,8.7,6,0,0,0,1,2
S2175,20,71.16,58.99,42.07,95.1,69.13,9.41,98.56,96.21,21.8,5.1,6,1,1,0,4,2
S2176,20,56.86,53.03,87.89,78.92,98.83,9.72,61.48,94.28,18.8,4.5,1,1,1,0,3,2
S2177,21,58.03,46.39,83.56,82.45,83.51,6.51,74.84,81.88,25.4,6.5,1,0,0,0,1,0
S2178,24,53.85,47.83,44.91,88.83,83.0,1.97,62.97,88.39,25.8,6.0,7,1,1,0,1,0
S2179,21,60.25,43.73,47.64,62.97,95.97,4.48,68.4,82.23,6.7,4.2,1,0,1,1,2,2
S2180,21,85.77,45.26,93.56,91.36,99.76,4.97,51.58,50.85,12.4,8.6,1,1,0,0,0,0
S2181,20,90.45,65.92,86.15,70.9,59.89,7.58,58.03,85.16,26.8,8.7,6,1,0,1,4,0
S2182,19,72.63,59.25,99.77,58.78,90.53,6.68,69.85,58.85,15.1,8.3,8,0,0,1,4,0
S2183,20,75.33,82.39,55.24,67.51,58.12,5.15,68.24,84.13,17.9,5.4,7,1,1,1,0,1
S2184,18,51.63,92.21,69.27,62.31,72.85,6.8,63.94,50.53,9.6,4.6,6,0,0,0,4,1
S2185,19,53.47,87.09,54.19,61.44,55.01,0.24,61.52,65.55,18.8,7.0,7,0,0,1,3,2
S2186,21,62.88,71.84,77.37,64.13,81.17,7.77,87.45,75.85,11.6,5.4,2,0,0,1,0,2
S2187,23,77.19,46.15,46.92,59.05,73.43,2.12,64.73,66.66,25.7,5.0,6,1,0,0,2,1
S2188,23,86.98,82.59,47.63,83.39,81.43,6.56,85.33,84.7,10.0,7.2,9,0,0,0,0,2
S2189,24,80.25,61.77,44.31,79.0,83.9,1.14,68.43,76.14,14.0,7.8,4,0,1,0,1,1
S2190,22,69.61,45.14,81.62,82.42,80.97,1.14,90.1,97.98,7.4,6.6,2,1,1,0,2,1
S2191,24,55.92,90.55,69.64,67.19,64.7,0.36,58.36,67.89,19.7,5.6,9,1,1,1,1,2
S2192,19,89.04,60.29,77.06,88.49,91.85,9.1,57.88,86.09,28.5,6.6,8,1,1,0,2,1
S2193,21,68.19,53.09,92.76,56.48,77.58,6.05,83.98,91.79,9.3,7.0,8,1,1,1,0,2
S2194,19,86.8,92.29,84.42,78.56,74.49,3.62,95.75,62.68,5.5,4.3,7,1,1,1,1,0
S2195,19,75.65,94.13,67.7,63.77,99.35,7.88,57.15,87.71,15.6,6.2,8,1,0,0,2,0
S2196,23,86.93,60.34,99.06,76.38,64.18,6.26,53.69,69.67,23.7,7.0,3,0,1,0,4,1
S2197,20,95.36,61.29,67.38,66.18,76.4,6.2,96.73,56.44,29.4,4.6,6,1,0,0,1,1
S2198,18,96.05,74.78,46.75,89.53,84.12,4.87,55.87,50.18,6.3,6.2,7,0,0,1,3,0
S2199,22,76.76,84.01,99.56,94.56,56.26,0.08,62.52,87.19,24.6,5.7,5,1,0,0,2,0
S2200,21,75.58,43.79,41.37,87.13,67.71,2.58,96.47,59.31,14.2,8.3,2,0,0,0,4,1
S2201,19,63.28,75.6,72.99,58.78,90.08,1.09,90.15,52.56,8.8,6.4,10,0,1,0,4,0
S2202,22,96.79,97.17,58.55,63.74,61.84,6.62,67.14,74.86,9.8,6.1,7,1,1,0,0,1
S2203,19,72.9,55.73,70.21,95.97,74.66,2.49,97.73,67.33,28.1,5.2,2,1,1,1,0,0
S2204,23,56.38,94.53,73.52,71.86,81.53,4.5,78.4,84.59,25.2,8.8,9,0,1,1,1,0
S2205,18,71.64,97.01,54.41,97.06,83.56,3.53,53.61,55.37,12.8,8.8,9,1,0,0,1,1
S2206,23,56.35,56.15,73.41,69.62,86.42,1.43,85.15,56.63,28.5,5.8,10,1,1,0,3,1
S2207,22,75.13,85.25,85.36,97.59,93.3,9.58,76.86,70.21,7.6,8.6,6,0,0,0,4,1
S2208,21,78.06,54.33,55.99,96.29,69.64,9.33,78.63,76.02,13.1,7.1,4,0,1,0,2,1
S2209,19,66.89,84.26,63.01,83.03,85.33,0.85,99.71,91.21,21.3,7.9,10,0,0,1,3,2
S2210,18,53.58,87.85,56.09,50.44,86.61,8.27,57.63,79.28,30.0,4.4,4,1,1,0,3,2
S2211,23,97.18,54.83,89.23,70.02,65.01,4.88,82.84,95.13,16.6,4.1,5,1,1,0,3,1
S2212,22,88.67,82.95,83.5,95.56,98.41,7.74,72.94,60.89,25.3,6.6,7,1,0,0,2,2
S2213,23,91.94,88.73,92.27,94.26,93.26,1.51,63.59,79.81,27.9,4.4,8,1,1,1,3,0
S2214,19,68.34,61.51,50.2,59.37,64.49,1.32,84.68,82.76,5.2,8.5,10,0,1,1,0,1
S2215,19,88.04,50.06,44.41,69.96,83.75,8.91,83.41,86.29,12.2,8.1,8,1,1,0,0,2
S2216,21,74.27,45.52,47.16,91.78,85.89,8.98,92.82,99.43,7.5,7.6,7,0,0,0,0,1
S2217,18,60.05,74.52,49.66,78.89,71.57,4.66,93.94,73.4,24.4,4.2,6,1,1,1,3,0
S2218,20,56.22,98.69,71.98,92.36,93.19,8.7,78.09,68.47,19.2,6.3,2,1,0,0,3,0
S2219,23,67.25,89.38,98.25,91.33,84.51,6.67,66.28,92.61,7.4,4.4,8,0,0,0,4,1
S2220,19,56.88,66.15,61.43,95.37,82.91,1.85,76.48,58.84,15.5,8.6,4,1,1,0,1,2
S2221,22,99.91,72.2,97.51,55.86,61.04,3.29,67.96,51.85,17.8,7.1,8,1,1,0,4,1
S2222,23,52.46,56.77,42.29,57.26,70.39,1.36,63.87,72.18,22.4,4.8,5,0,0,1,0,1
S2223,21,72.06,49.78,95.61,54.14,71.7,7.74,77.58,62.36,24.5,6.8,3,1,1,1,1,0
S2224,21,72.6,68.92,50.87,96.76,86.68,9.85,82.9,69.83,7.2,4.6,6,0,0,1,4,1
S2225,19,65.03,67.81,94.75,73.76,80.92,5.46,79.53,99.3,17.2,4.7,2,0,0,0,2,2
S2226,19,78.57,71.32,43.37,53.22,54.29,6.56,97.72,67.42,9.0,4.4,6,0,0,1,2,1
S2227,19,57.5,97.17,96.89,66.08,65.38,7.46,64.93,85.4,23.8,8.4,6,0,0,1,2,1
S2228,24,89.2,76.23,52.05,67.57,73.65,2.24,68.62,62.52,21.4,6.7,1,1,1,1,0,0
S2229,20,66.62,76.35,58.16,90.48,86.84,3.36,83.38,65.17,23.1,5.6,10,1,1,1,1,0
S2230,19,79.57,47.68,69.46,86.77,87.18,4.12,80.02,62.16,6.9,4.0,5,1,1,1,0,0
S2231,23,85.78,99.79,62.84,84.47,74.53,5.95,50.09,78.61,17.8,6.4,5,0,1,1,2,0
S2232,23,94.45,86.37,80.05,51.09,55.85,8.5,65.61,61.31,26.0,6.6,8,1,0,1,3,2
S2233,24,91.79,92.63,98.49,95.53,64.65,2.54,62.69,85.92,22.8,5.7,7,1,1,0,0,0
S2234,24,80.42,64.86,76.39,60.78,62.73,4.71,92.0,84.01,26.5,6.4,9,1,0,0,1,1
S2235,18,69.42,70.13,83.29,81.45,89.05,7.52,93.31,71.06,10.2,4.5,10,1,1,1,0,0
S2236,22,75.16,71.33,45.28,53.09,59.0,0.87,64.19,51.28,12.2,8.6,3,0,1,0,1,2
S2237,19,88.44,51.65,77.67,54.08,73.25,5.13,55.1,51.13,16.0,5.3,1,0,0,1,3,2
S2238,23,93.88,81.37,67.23,50.48,83.54,1.44,60.26,76.64,18.1,8.7,7,1,1,0,4,0
S2239,24,55.19,94.18,93.15,78.3,98.24,5.39,58.83,91.96,11.3,6.5,9,0,1,1,1,0
S2240,23,69.24,49.82,63.29,81.47,99.96,7.68,61.87,79.94,14.5,8.3,10,1,0,1,1,0
S2241,23,88.81,45.18,80.77,52.52,97.65,2.37,61.73,71.78,22.2,6.9,10,1,0,1,2,0
